Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Father-son Bonding,Rutgers Roundnet,"gabe finocchi, joel morrell","chris ng, matthew manfredi",21,10,Pool Play,ers23nj,Open 4.5+
Impenetrable,Berg & Burk,"a.j. martin, matt spolarich","dan burkert, sean berg",21,16,Pool Play,ers23nj,Open 4.5+
Good Cop Bad Cop,Ball Fondlers,"corey weiss, mike garrett","christian barrientos, daniil tuder",21,10,Pool Play,ers23nj,Open 4.5+
Monmouth Spikes,Prison Mike,"connor prelich, demitri forand","jake mottershead, kyle keenan",21,12,Pool Play,ers23nj,Open 4.5+
Father-son Bonding,Berg & Burk,"gabe finocchi, joel morrell","dan burkert, sean berg",21,11,Pool Play,ers23nj,Open 4.5+
Slow Jamz,Rutgers Roundnet,"kevin mcclain, thomas hoffman","chris ng, matthew manfredi",21,8,Pool Play,ers23nj,Open 4.5+
Good Cop Bad Cop,Prison Mike,"corey weiss, mike garrett","jake mottershead, kyle keenan",21,13,Pool Play,ers23nj,Open 4.5+
Lemon Lads🍋,Ball Fondlers,"brandon timonere, lucas hope","christian barrientos, daniil tuder",21,16,Pool Play,ers23nj,Open 4.5+
Father-son Bonding,Slow Jamz,"gabe finocchi, joel morrell","kevin mcclain, thomas hoffman",21,16,Pool Play,ers23nj,Open 4.5+
Impenetrable,Rutgers Roundnet,"a.j. martin, matt spolarich","chris ng, matthew manfredi",21,15,Pool Play,ers23nj,Open 4.5+
Good Cop Bad Cop,Lemon Lads🍋,"corey weiss, mike garrett","brandon timonere, lucas hope",19,21,Pool Play,ers23nj,Open 4.5+
Monmouth Spikes,Ball Fondlers,"connor prelich, demitri forand","christian barrientos, daniil tuder",21,12,Pool Play,ers23nj,Open 4.5+
Impenetrable,Slow Jamz,"a.j. martin, matt spolarich","kevin mcclain, thomas hoffman",21,18,Pool Play,ers23nj,Open 4.5+
Berg & Burk,Rutgers Roundnet,"dan burkert, sean berg","chris ng, matthew manfredi",12,21,Pool Play,ers23nj,Open 4.5+
Monmouth Spikes,Lemon Lads🍋,"connor prelich, demitri forand","brandon timonere, lucas hope",16,21,Pool Play,ers23nj,Open 4.5+
Prison Mike,Ball Fondlers,"jake mottershead, kyle keenan","christian barrientos, daniil tuder",21,17,Pool Play,ers23nj,Open 4.5+
Father-son Bonding,Impenetrable,"gabe finocchi, joel morrell","a.j. martin, matt spolarich",21,15,Pool Play,ers23nj,Open 4.5+
Slow Jamz,Berg & Burk,"kevin mcclain, thomas hoffman","dan burkert, sean berg",21,3,Pool Play,ers23nj,Open 4.5+
Good Cop Bad Cop,Monmouth Spikes,"corey weiss, mike garrett","connor prelich, demitri forand",15,21,Pool Play,ers23nj,Open 4.5+
Lemon Lads🍋,Prison Mike,"brandon timonere, lucas hope","jake mottershead, kyle keenan",19,21,Pool Play,ers23nj,Open 4.5+
RU Spiked,Spikeadelic,"rubin chang, yibin han","cailley biagini, sam istvan",17,21,Pool Play,ers23nj,Open 3.0-4.0
Epic gamers,West Side,"emmet sedar, grayson szarko-berkhout","joey garrett, lourna szabanos",17,21,Pool Play,ers23nj,Open 3.0-4.0
Bread Winners,Rori McSpikeilroy,"allen hornberger, mike deedy","ori huang, ryan karbowicz",21,8,Pool Play,ers23nj,Open 3.0-4.0
Pocket Rockets,M & M,"jason davis, shawn champion","miguel canet, miguel marroquin",21,8,Pool Play,ers23nj,Open 3.0-4.0
